,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_5032,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5037,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,unassigned
ASV_5040,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_5041,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5067,Eukaryota,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
ASV_5068,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,unassigned
ASV_5093,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5100,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5112,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5126,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5129,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5143,Eukaryota,Chordata,Chondrichthyes,Chimaeriformes,Chimaeridae,Hydrolagus,Hydrolagus colliei
ASV_5147,Eukaryota,Chordata,Mammalia,Cetacea,Delphinidae,unassigned,unassigned
ASV_5174,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,unassigned
ASV_5191,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5195,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5226,Bacteria,unknown,unknown,unknown,unknown,unknown,bacterium
ASV_5231,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ASV_5238,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5243,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5268,Eukaryota,Chordata,Mammalia,Cetacea,Delphinidae,unassigned,unassigned
ASV_5272,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5321,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5324,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ASV_5326,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5327,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,unknown,g_,s_
ASV_5341,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5349,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5370,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,Protomyctophum,unassigned
ASV_5418,Eukaryota,Chordata,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus
ASV_5454,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5462,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5466,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_5476,Eukaryota,Chordata,Chondrichthyes,Lamniformes,Alopiidae,Alopias,Alopias vulpinus
ASV_5498,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5506,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5508,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5509,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_5523,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5533,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,s_
ASV_5564,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_5569,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5576,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_5588,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,unassigned
ASV_5593,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ASV_5595,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_5615,Eukaryota,Chordata,Actinopteri,Perciformes,Zoarcidae,Lycodes,Lycodes cortezianus
ASV_5617,Eukaryota,Chordata,Actinopteri,Argentiniformes,Argentinidae,g_,s_
ASV_5618,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ASV_5620,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5626,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_5641,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5669,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5671,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5672,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5694,Eukaryota,Chordata,Actinopteri,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone signata
ASV_5707,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ASV_5723,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,s_
ASV_5731,Bacteria,unknown,unknown,unknown,unknown,unknown,s_
ASV_5749,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5764,Bacteria,Proteobacteria,Alphaproteobacteria,unknown,unknown,g_,s_
ASV_5782,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5808,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ASV_5832,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,unassigned
ASV_5842,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5847,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5854,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ASV_5855,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ASV_5860,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5873,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5876,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_5883,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ASV_5906,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,Stenobrachius,Stenobrachius leucopsarus
ASV_5909,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,Diaphus theta
ASV_5932,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,Lampanyctus,Lampanyctus tenuiformis
ASV_5951,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_6071,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6072,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,g_,s_
ASV_6102,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6112,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ASV_6116,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6137,Eukaryota,Chordata,Actinopteri,Argentiniformes,Bathylagidae,Lipolagus,Lipolagus ochotensis
ASV_6158,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus pacificus
ASV_6162,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6175,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6183,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,g_,s_
ASV_6191,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6199,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,unassigned
ASV_6205,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6215,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,unassigned
ASV_6216,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,unassigned
ASV_6271,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6275,Eukaryota,Chordata,Actinopteri,Scombriformes,Centrolophidae,Icichthys,Icichthys lockingtoni
ASV_6278,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6289,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6307,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_6312,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6316,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_6329,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_6332,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6337,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6351,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,unassigned
ASV_6361,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6363,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6406,Eukaryota,Chordata,Chondrichthyes,Squaliformes,Squalidae,Squalus,unassigned
ASV_6425,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6426,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6433,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus
ASV_6438,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6451,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,g_,s_
ASV_6453,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6456,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6486,Eukaryota,Chordata,Actinopteri,Argentiniformes,Bathylagidae,Leuroglossus,Leuroglossus schmidti
ASV_6488,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6491,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,g_,s_
ASV_6493,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6521,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_6526,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6530,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6532,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6534,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6640,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6661,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6664,Eukaryota,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
ASV_6670,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6676,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6689,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6699,Eukaryota,Chordata,Mammalia,Cetacea,Delphinidae,g_,s_
ASV_6701,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6708,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,unassigned,unassigned
ASV_6719,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6720,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6728,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6729,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,unassigned
ASV_6749,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6753,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_6754,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6755,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6757,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_6805,Eukaryota,Chordata,Actinopteri,unknown,Sciaenidae,Genyonemus,Genyonemus lineatus
ASV_6809,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,Triphoturus,s_
ASV_6839,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6847,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens
ASV_6853,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6883,Eukaryota,Ascomycota,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6903,Eukaryota,Chordata,Actinopteri,Argentiniformes,Bathylagidae,Lipolagus,Lipolagus ochotensis
ASV_6910,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6925,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_6928,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6939,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,g_,s_
ASV_6983,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6994,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_7031,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7032,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7057,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7064,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7073,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7094,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7126,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7139,Eukaryota,Chordata,Actinopteri,Beloniformes,Belonidae,Cololabis,Cololabis saira
ASV_7142,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7149,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7150,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ASV_7151,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,Lampanyctus,Lampanyctus tenuiformis
ASV_7177,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7190,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7227,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7229,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7244,Eukaryota,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus
ASV_7257,Eukaryota,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus
ASV_7284,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7286,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7302,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_7334,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7335,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_7340,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_7342,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7349,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys sordidus
ASV_7385,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7393,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7397,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,Stenobrachius,Stenobrachius leucopsarus
ASV_7411,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7439,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,unassigned,s_
ASV_7443,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ASV_7444,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7446,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7476,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7479,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7484,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ASV_7488,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_7489,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7497,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7500,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7529,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7536,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_7568,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7579,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7580,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7590,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7595,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,s_
ASV_7602,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7611,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7635,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7650,Eukaryota,Chordata,Mammalia,Artiodactyla,unassigned,g_,s_
ASV_7696,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7697,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7699,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_7712,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Zalophus,Zalophus californianus
ASV_7733,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7749,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_7753,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_7787,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7793,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7854,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7868,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,g_,s_
ASV_7875,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7877,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7904,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,s_
ASV_7913,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7936,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,s_
ASV_7968,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7971,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7976,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7987,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7989,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7996,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,g_,s_
ASV_8041,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8044,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8046,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_8050,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8060,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8068,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8096,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8099,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8100,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8101,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8112,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8119,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8121,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8177,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinops,Sardinops melanostictus
ASV_8178,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8179,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8188,Eukaryota,Chordata,Actinopteri,Carangiformes,Carangidae,Seriola,s_
ASV_8222,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8229,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8235,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,Stenobrachius,Stenobrachius leucopsarus
ASV_8237,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,unassigned,unassigned
ASV_8239,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,Stenobrachius,Stenobrachius leucopsarus
ASV_8240,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8249,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8268,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8281,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8282,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_8283,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8299,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8301,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8302,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8369,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,g_,s_
ASV_8417,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8426,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8434,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8443,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8444,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8445,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8487,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8490,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8520,Bacteria,unknown,unknown,unknown,unknown,unknown,bacterium
ASV_8564,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8579,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ASV_8592,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8594,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_8631,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8633,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8635,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8658,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8659,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_8662,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8664,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8666,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8668,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_8701,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8703,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8713,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8715,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8723,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8725,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys sordidus
ASV_8729,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8736,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8778,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8781,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8785,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8788,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8791,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8798,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8800,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8807,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8808,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8809,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8811,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8860,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_8863,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8871,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8884,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8895,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8900,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8908,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8929,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8956,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8961,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8967,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8984,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8986,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
