sample_name,FilterID,target_gene,PlateID,library,local_time,time_label,SAMPLING_cruise,depth,SAMPLING_platform,SC,ESP,SAMPLING_station_number,SAMPLING_station,SAMPLING_bottle,decimalLongitude,decimalLatitude,sample_type,Plates,Markers,Status,Dewar_name,Sampling_method,replicate,SAMPLING_rdepth,project_name,nitrate,fluor,density,pressure,minimumDepthInMeters,maximumDepthInMeters,start_GMT,end_GMT,temp,salinity,sigmat,spice,diss_oxygen,PAR (umol/s/m2),altitude,chlorophyll,bbp470 (count),bbp650 (count),SAMPLING_project,ESP_name,diel,month,day,hour,eventDate
CN19Sc28_11_eDNA_RR,CN19Sc28_11_eDNA,12S,RR,RR58,6/3/19 9:02,06-03 day,CN19S,25.0,WESTERN FLYER,,,28.0,OFFMARS_E,11.0,-122.1645,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,25.797,CANON,10.199,0.0466,25.276,25.99,,,,,11.8202,33.265,,,,,,0.6656,,,,,day,6.0,3.0,9.0,2019-06-03 16:02:00
CN19Sc28_10_eDNA_RR,CN19Sc28_10_eDNA,12S,RR,RR59,6/3/19 9:02,06-03 day,CN19S,40.0,WESTERN FLYER,,,28.0,OFFMARS_E,10.0,-122.1645,36.712,environmental,"SS,RR,PP","18S,12S,COI","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,40.074,CANON,20.023,0.0409,25.7695,40.376,,,,,10.3942,33.5705,,,,,,0.5235,,,,,day,6.0,3.0,9.0,2019-06-03 16:02:00
CN19Sc28_9_eDNA_RR,CN19Sc28_09_eDNA,12S,RR,RR60,6/3/19 9:02,06-03 day,CN19S,50.0,WESTERN FLYER,,,28.0,OFFMARS_E,9.0,-122.1645,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,50.169,CANON,22.455,0.0385,25.9605,50.548,,,,,9.8973,33.7069,,,,,,0.4619,,,,,day,6.0,3.0,9.0,2019-06-03 16:02:00
CN19Sc28_8_eDNA_RR,CN19Sc28_08_eDNA,12S,RR,RR61,6/3/19 9:02,06-03 day,CN19S,60.0,WESTERN FLYER,,,28.0,OFFMARS_E,8.0,-122.1645,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,59.792,CANON,24.334,0.0366,26.0244,60.245,,,,,9.7576,33.7587,,,,,,0.4158,,,,,day,6.0,3.0,9.0,2019-06-03 16:02:00
CN19Sc28_7_eDNA_RR,CN19Sc28_07_eDNA,12S,RR,RR62,6/3/19 9:02,06-03 day,CN19S,100.0,WESTERN FLYER,,,28.0,OFFMARS_E,7.0,-122.1645,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,100.325,CANON,29.014,0.0368,26.2879,101.094,,,,,9.0159,33.9408,,,,,,0.4214,,,,,day,6.0,3.0,9.0,2019-06-03 16:02:00
CN19Sc28_6_eDNA_RR,CN19Sc28_06_eDNA,12S,RR,RR63,6/3/19 9:02,06-03 day,CN19S,110.0,WESTERN FLYER,,,28.0,OFFMARS_E,6.0,-122.1645,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,110.423,CANON,28.105,0.0369,26.3183,111.273,,,,,8.8924,33.9546,,,,,,0.4226,,,,,day,6.0,3.0,9.0,2019-06-03 16:02:00
CN19Sc28_5_eDNA_RR,CN19Sc28_05_eDNA,12S,RR,RR65,6/3/19 9:02,06-03 day,CN19S,150.0,WESTERN FLYER,,,28.0,OFFMARS_E,5.0,-122.1645,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,150.934,CANON,30.471,0.0366,26.4318,152.11,,,,,8.5007,34.021,,,,,,0.4152,,,,,day,6.0,3.0,9.0,2019-06-03 16:02:00
CN19Sc28_4_eDNA_RR,CN19Sc28_04_eDNA,12S,RR,RR66,6/3/19 9:02,06-03 day,CN19S,165.0,WESTERN FLYER,,,28.0,OFFMARS_E,4.0,-122.1645,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,166.14,CANON,31.05,0.036000000000000004,26.4593,167.442,,,,,8.3878,34.0337,,,,,,0.4002,,,,,day,6.0,3.0,9.0,2019-06-03 16:02:00
CN19Sc28_3_eDNA_RR,CN19Sc28_03_eDNA,12S,RR,RR67,6/3/19 9:02,06-03 day,CN19S,200.0,WESTERN FLYER,,,28.0,OFFMARS_E,3.0,-122.1645,36.712,environmental,"SS,RR,PP","18S,12S,COI","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,200.409,CANON,32.457,0.0336,26.5278,201.996,,,,,8.0924,34.0637,,,,,,0.3398,,,,,day,6.0,3.0,9.0,2019-06-03 16:02:00
CN19Sc28_2_eDNA_RR,CN19Sc28_02_eDNA,12S,RR,RR68,6/3/19 9:02,06-03 day,CN19S,245.0,WESTERN FLYER,,,28.0,OFFMARS_E,2.0,-122.1645,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,246.271,CANON,33.457,0.0347,26.6098,248.248,,,,,7.7225,34.0982,,,,,,0.3678,,,,,day,6.0,3.0,9.0,2019-06-03 16:02:00
CN19Sc28_1_eDNA_RR,CN19Sc28_01_eDNA,12S,RR,RR69,6/3/19 9:02,06-03 day,CN19S,300.0,WESTERN FLYER,,,28.0,OFFMARS_E,1.0,-122.1645,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,300.277,CANON,36.01300000000001,0.0359,26.7077,302.728,,,,,7.1973,34.126999999999995,,,,,,0.3989,,,,,day,6.0,3.0,9.0,2019-06-03 16:02:00
CN19Sc30_12_eDNA_RR,CN19Sc30_12_eDNA,12S,RR,RR70,6/3/19 15:17,06-03 day,CN19S,0.0,WESTERN FLYER,,,30.0,OFFMARS_E,12.0,-122.1643,36.7118,environmental,"SS,RR,PP","18S,12S,COI","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,3.197,CANON,0.242,0.0748,24.1341,3.221,,,,,14.1406,32.3797,,,,,,1.3695,,,,,day,6.0,3.0,15.0,2019-06-03 22:17:00
CN19Sc30_11_eDNA_RR,CN19Sc30_11_eDNA,12S,RR,RR71,6/3/19 15:17,06-03 day,CN19S,25.0,WESTERN FLYER,,,30.0,OFFMARS_E,11.0,-122.1643,36.7118,environmental,"SS,RR,PP","18S,12S,COI","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,25.981,CANON,15.991,0.0448,25.5884,26.175,,,,,10.9878,33.4719,,,,,,0.6194,,,,,day,6.0,3.0,15.0,2019-06-03 22:17:00
CN19Sc30_9_eDNA_RR,CN19Sc30_09_eDNA,12S,RR,RR72,6/3/19 15:17,06-03 day,CN19S,50.0,WESTERN FLYER,,,30.0,OFFMARS_E,9.0,-122.1643,36.7118,environmental,"SS,RR,PP","18S,12S,COI","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,48.299,CANON,21.964,0.0381,25.9142,48.663,,,,,9.9882,33.6672,,,,,,0.4513,,,,,day,6.0,3.0,15.0,2019-06-03 22:17:00
CN19Sc30_10_eDNA_RR,CN19Sc30_10_eDNA,12S,RR,RR73,6/3/19 15:17,06-03 day,CN19S,40.0,WESTERN FLYER,,,30.0,OFFMARS_E,10.0,-122.1643,36.7118,environmental,"SS,RR,PP","18S,12S,COI","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,41.401,CANON,21.7,0.0412,25.8045,41.712,,,,,10.2878,33.5919,,,,,,0.5298,,,,,day,6.0,3.0,15.0,2019-06-03 22:17:00
CN19Sc30_8_eDNA_RR,CN19Sc30_08_eDNA,12S,RR,RR74,6/3/19 15:17,06-03 day,CN19S,60.0,WESTERN FLYER,,,30.0,OFFMARS_E,8.0,-122.1643,36.7118,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,60.503,CANON,22.796,0.0384,25.965,60.96100000000001,,,,,9.8994,33.7129,,,,,,0.46,,,,,day,6.0,3.0,15.0,2019-06-03 22:17:00
CN19Sc30_7_eDNA_RR,CN19Sc30_07_eDNA,12S,RR,RR75,6/3/19 15:17,06-03 day,CN19S,100.0,WESTERN FLYER,,,30.0,OFFMARS_E,7.0,-122.1643,36.7118,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,100.205,CANON,22.658,0.0372,26.165,100.974,,,,,9.389,33.8602,,,,,,0.4307,,,,,day,6.0,3.0,15.0,2019-06-03 22:17:00
CN19Sc30_6_eDNA_RR,CN19Sc30_06_eDNA,12S,RR,RR76,6/3/19 15:17,06-03 day,CN19S,110.0,WESTERN FLYER,,,30.0,OFFMARS_E,6.0,-122.1643,36.7118,environmental,"SS,RR,PP","18S,12S,COI","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,110.692,CANON,26.203000000000007,0.0366,26.2008,111.544,,,,,9.293,33.8859,,,,,,0.4158,,,,,day,6.0,3.0,15.0,2019-06-03 22:17:00
CN19Sc30_5_eDNA_RR,CN19Sc30_05_eDNA,12S,RR,RR77,6/3/19 15:17,06-03 day,CN19S,150.0,WESTERN FLYER,,,30.0,OFFMARS_E,5.0,-122.1643,36.7118,environmental,"SS,RR,PP","18S,12S,COI","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,150.768,CANON,25.883000000000006,0.0382,26.3892,151.94299999999996,,,,,8.6571,33.9972,,,,,,0.4531,,,,,day,6.0,3.0,15.0,2019-06-03 22:17:00
CN19Sc30_4_eDNA_RR,CN19Sc30_04_eDNA,12S,RR,RR78,6/3/19 15:17,06-03 day,CN19S,165.0,WESTERN FLYER,,,30.0,OFFMARS_E,4.0,-122.1643,36.7118,environmental,"SS,RR,PP","18S,12S,COI","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,165.41400000000004,CANON,30.35,0.0372,26.4203,166.71,,,,,8.5467,34.015,,,,,,0.4289,,,,,day,6.0,3.0,15.0,2019-06-03 22:17:00
CN19Sc30_3_eDNA_RR,CN19Sc30_03_eDNA,12S,RR,RR79,6/3/19 15:17,06-03 day,CN19S,200.0,WESTERN FLYER,,,30.0,OFFMARS_E,3.0,-122.1643,36.7118,environmental,"SS,RR,PP","18S,12S,COI","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,200.21,CANON,32.236,0.036000000000000004,26.5207,201.795,,,,,8.1206,34.0601,,,,,,0.4002,,,,,day,6.0,3.0,15.0,2019-06-03 22:17:00
CN19Sc30_2_eDNA_RR,CN19Sc30_02_eDNA,12S,RR,RR80,6/3/19 15:17,06-03 day,CN19S,245.0,WESTERN FLYER,,,30.0,OFFMARS_E,2.0,-122.1643,36.7118,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,243.607,CANON,34.087,0.0366,26.6196,245.561,,,,,7.647,34.0968,,,,,,0.4146,,,,,day,6.0,3.0,15.0,2019-06-03 22:17:00
CN19Sc30_1_eDNA_RR,CN19Sc30_01_eDNA,12S,RR,RR81,6/3/19 15:17,06-03 day,CN19S,300.0,WESTERN FLYER,,,30.0,OFFMARS_E,1.0,-122.1643,36.7118,environmental,"SS,RR,PP","18S,12S,COI","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,301.597,CANON,35.617,0.0366,26.7133,304.06,,,,,7.0851,34.1144,,,,,,0.4158,,,,,day,6.0,3.0,15.0,2019-06-03 22:17:00
CN19Sc37_12_eDNA_RR,CN19Sc37_12_eDNA,12S,RR,RR82,6/4/19 9:03,06-04 day,CN19S,0.0,WESTERN FLYER,,,37.0,OFFMARS_E,12.0,-122.1647,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,2.267,CANON,0.206,0.0918,24.275,2.2840000000000003,,,,,13.9024,32.4988,,,,,,1.7944,,,,,day,6.0,4.0,9.0,2019-06-04 16:03:00
CN19Sc37_11_eDNA_RR,CN19Sc37_11_eDNA,12S,RR,RR83,6/4/19 9:03,06-04 day,CN19S,10.0,WESTERN FLYER,,,37.0,OFFMARS_E,11.0,-122.1647,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,11.315,CANON,0.183,0.2103,24.6642,11.399,,,,,12.978,32.7619,,,,,,4.7584,,,,,day,6.0,4.0,9.0,2019-06-04 16:03:00
CN19Sc37_10_eDNA_RR,CN19Sc37_10_eDNA,12S,RR,RR84,6/4/19 9:03,06-04 day,CN19S,25.0,WESTERN FLYER,,,37.0,OFFMARS_E,10.0,-122.1647,36.712,environmental,"SS,RR,PP","18S,12S,COI","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,25.445,CANON,13.061,0.044,25.3832,25.636,,,,,11.513,33.3301,,,,,,0.5989,,,,,day,6.0,4.0,9.0,2019-06-04 16:03:00
CN19Sc37_9_eDNA_RR,CN19Sc37_09_eDNA,12S,RR,RR85,6/4/19 9:03,06-04 day,CN19S,40.0,WESTERN FLYER,,,37.0,OFFMARS_E,9.0,-122.1647,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,40.092,CANON,18.658,0.0419,25.7156,40.394,,,,,10.5333,33.5323,,,,,,0.5472,,,,,day,6.0,4.0,9.0,2019-06-04 16:03:00
CN19Sc37_8_eDNA_RR,CN19Sc37_08_eDNA,12S,RR,RR86,6/4/19 9:03,06-04 day,CN19S,50.0,WESTERN FLYER,,,37.0,OFFMARS_E,8.0,-122.1647,36.712,environmental,"SS,RR,PP","18S,12S,COI","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,50.465,CANON,20.325,0.0403,25.8329,50.846,,,,,10.1775,33.604,,,,,,0.5073,,,,,day,6.0,4.0,9.0,2019-06-04 16:03:00
CN19Sc37_7_eDNA_RR,CN19Sc37_07_eDNA,12S,RR,RR87,6/4/19 9:03,06-04 day,CN19S,75.0,WESTERN FLYER,,,37.0,OFFMARS_E,7.0,-122.1647,36.712,environmental,"SS,RR,PP","18S,12S,COI","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,76.119,CANON,24.233,0.0369,26.0905,76.699,,,,,9.5856,33.8066,,,,,,0.4226,,,,,day,6.0,4.0,9.0,2019-06-04 16:03:00
CN19Sc37_6_eDNA_RR,CN19Sc37_06_eDNA,12S,RR,RR88,6/4/19 9:03,06-04 day,CN19S,100.0,WESTERN FLYER,,,37.0,OFFMARS_E,6.0,-122.1647,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,99.782,CANON,26.577,0.0458,26.2499,100.547,,,,,9.1272,33.9149,,,,,,0.6456,,,,,day,6.0,4.0,9.0,2019-06-04 16:03:00
CN19Sc37_5_eDNA_RR,CN19Sc37_05_eDNA,12S,RR,RR89,6/4/19 9:03,06-04 day,CN19S,130.0,WESTERN FLYER,,,37.0,OFFMARS_E,5.0,-122.1647,36.712,environmental,"SS,RR,PP","18S,12S,COI","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,129.40200000000002,CANON,27.598000000000006,0.04,26.3916,130.404,,,,,8.6421,33.9978,,,,,,0.4986,,,,,day,6.0,4.0,9.0,2019-06-04 16:03:00
CN19Sc37_4_eDNA_RR,CN19Sc37_04_eDNA,12S,RR,RR90,6/4/19 9:03,06-04 day,CN19S,150.0,WESTERN FLYER,,,37.0,OFFMARS_E,4.0,-122.1647,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,151.36,CANON,29.248,0.0366,26.4474,152.54,,,,,8.4142,34.0239,,,,,,0.4158,,,,,day,6.0,4.0,9.0,2019-06-04 16:03:00
CN19Sc37_3_eDNA_RR,CN19Sc37_03_eDNA,12S,RR,RR91,6/4/19 9:03,06-04 day,CN19S,200.0,WESTERN FLYER,,,37.0,OFFMARS_E,3.0,-122.1647,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,200.042,CANON,30.732,0.0354,26.5183,201.625,,,,,8.1363,34.06,,,,,,0.3852,,,,,day,6.0,4.0,9.0,2019-06-04 16:03:00
CN19Sc37_2_eDNA_RR,CN19Sc37_02_eDNA,12S,RR,RR92,6/4/19 9:03,06-04 day,CN19S,250.0,WESTERN FLYER,,,37.0,OFFMARS_E,2.0,-122.1647,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,250.72,CANON,32.978,0.0353,26.6234,252.736,,,,,7.6761,34.1069,,,,,,0.3827,,,,,day,6.0,4.0,9.0,2019-06-04 16:03:00
CN19Sc37_1_eDNA_RR,CN19Sc37_01_eDNA,12S,RR,RR93,6/4/19 9:03,06-04 day,CN19S,300.0,WESTERN FLYER,,,37.0,OFFMARS_E,1.0,-122.1647,36.712,environmental,"SS,RR,PP","18S,12S,COI","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,301.0,CANON,34.573,0.0366,26.7232,303.458,,,,,7.1498,34.1382,,,,,,0.4158,,,,,day,6.0,4.0,9.0,2019-06-04 16:03:00
CN19Sc03_12_eDNA_JJ,CN19Sc03_12_eDNA,12S,JJ,JJ1,5/30/19 23:12,05-30 night,CN19S,0.0,WESTERN FLYER,,,3.0,MARS,12.0,-122.1972,36.7203,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,1.266,CANON,6.1770000000000005,0.1053,25.1581,1.275,,,,,12.3844,33.2512,,,,,,2.1332,,,,,night,5.0,30.0,23.0,2019-05-31 06:12:00
CN19Sc03_10_eDNA_JJ,CN19Sc03_10_eDNA,12S,JJ,JJ2,5/30/19 23:12,05-30 night,CN19S,40.0,WESTERN FLYER,,,3.0,MARS,10.0,-122.1972,36.7203,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,40.142,CANON,18.74,0.0391,25.7698,40.444,,,,,10.3123,33.5529,,,,,,0.4768,,,,,night,5.0,30.0,23.0,2019-05-31 06:12:00
CN19Sc03_9_eDNA_JJ,CN19Sc03_09_eDNA,12S,JJ,JJ3,5/30/19 23:12,05-30 night,CN19S,80.0,WESTERN FLYER,,,3.0,MARS,9.0,-122.1972,36.7203,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,80.528,CANON,25.593000000000004,0.0333,26.174,81.142,,,,,9.3859,33.8715,,,,,,0.331,,,,,night,5.0,30.0,23.0,2019-05-31 06:12:00
CN19Sc03_7_eDNA_JJ,CN19Sc03_07_eDNA,12S,JJ,JJ4,5/30/19 23:12,05-30 night,CN19S,150.0,WESTERN FLYER,,,3.0,MARS,7.0,-122.1972,36.7203,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,149.85,CANON,29.195,0.0331,26.4123,151.018,,,,,8.5976,34.0151,,,,,,0.3273,,,,,night,5.0,30.0,23.0,2019-05-31 06:12:00
CN19Sc03_5_eDNA_JJ,CN19Sc03_05_eDNA,12S,JJ,JJ5,5/30/19 23:12,05-30 night,CN19S,250.0,WESTERN FLYER,,,3.0,MARS,5.0,-122.1972,36.7203,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,249.115,CANON,33.498000000000005,0.0345,26.6529,251.117,,,,,7.4106,34.0962,,,,,,0.3622,,,,,night,5.0,30.0,23.0,2019-05-31 06:12:00
CN19Sc03_4_eDNA_JJ,CN19Sc03_04_eDNA,12S,JJ,JJ6,5/30/19 23:12,05-30 night,CN19S,300.0,WESTERN FLYER,,,3.0,MARS,4.0,-122.1972,36.7203,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,300.149,CANON,35.399,0.0336,26.713,302.599,,,,,7.1294,34.1217,,,,,,0.3398,,,,,night,5.0,30.0,23.0,2019-05-31 06:12:00
CN19Sc03_3_eDNA_JJ,CN19Sc03_03_eDNA,12S,JJ,JJ7,5/30/19 23:12,05-30 night,CN19S,400.0,WESTERN FLYER,,,3.0,MARS,3.0,-122.1972,36.7203,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,399.762,CANON,37.979,0.0339,26.8703,403.122,,,,,6.3242,34.1831,,,,,,0.34600000000000003,,,,,night,5.0,30.0,23.0,2019-05-31 06:12:00
CN19Sc03_1_eDNA_JJ,CN19Sc03_01_eDNA,12S,JJ,JJ8,5/30/19 23:12,05-30 night,CN19S,600.0,WESTERN FLYER,,,3.0,MARS,1.0,-122.1972,36.7203,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,600.361,CANON,40.595,0.0358,27.0533,605.703,,,,,5.497000000000001,34.2816,,,,,,0.3952,,,,,night,5.0,30.0,23.0,2019-05-31 06:12:00
CN19Sc10_12_eDNA_JJ,CN19Sc10_12_eDNA,12S,JJ,JJ9,5/31/19 12:44,05-31 day,CN19S,0.0,WESTERN FLYER,,,10.0,MARS,12.0,-122.1985,36.7125,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,2.712,CANON,3.489,0.1777,24.9882,2.732,,,,,12.8341,33.1442,,,,,,3.9423,,,,,day,5.0,31.0,12.0,2019-05-31 19:44:00
CN19Sc10_10_eDNA_JJ,CN19Sc10_10_eDNA,12S,JJ,JJ10,5/31/19 12:44,05-31 day,CN19S,50.0,WESTERN FLYER,,,10.0,MARS,10.0,-122.1985,36.7125,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,48.129,CANON,20.558000000000003,0.0368,25.8555,48.492,,,,,10.1273,33.6222,,,,,,0.4195,,,,,day,5.0,31.0,12.0,2019-05-31 19:44:00
CN19Sc10_9_eDNA_JJ,CN19Sc10_09_eDNA,12S,JJ,JJ11,5/31/19 12:44,05-31 day,CN19S,80.0,WESTERN FLYER,,,10.0,MARS,9.0,-122.1985,36.7125,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,80.499,CANON,26.673,0.034,26.1963,81.113,,,,,9.3358,33.8897,,,,,,0.3497,,,,,day,5.0,31.0,12.0,2019-05-31 19:44:00
CN19Sc10_7_eDNA_JJ,CN19Sc10_07_eDNA,12S,JJ,JJ12,5/31/19 12:44,05-31 day,CN19S,150.0,WESTERN FLYER,,,10.0,MARS,7.0,-122.1985,36.7125,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,150.812,CANON,29.346,0.0337,26.3938,151.987,,,,,8.6794,34.0076,,,,,,0.3416,,,,,day,5.0,31.0,12.0,2019-05-31 19:44:00
CN19Sc10_5_eDNA_JJ,CN19Sc10_05_eDNA,12S,JJ,JJ13,5/31/19 12:44,05-31 day,CN19S,285.0,WESTERN FLYER,,,10.0,MARS,5.0,-122.1985,36.7125,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,282.605,CANON,33.226,0.0342,26.697,284.9,,,,,7.2621,34.1252,,,,,,0.3541,,,,,day,5.0,31.0,12.0,2019-05-31 19:44:00
CN19Sc10_4_eDNA_JJ,CN19Sc10_04_eDNA,12S,JJ,JJ14,5/31/19 12:44,05-31 day,CN19S,400.0,WESTERN FLYER,,,10.0,MARS,4.0,-122.1985,36.7125,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,400.311,CANON,38.491,0.0363,26.8633,403.677,,,,,6.375,34.1827,,,,,,0.4071,,,,,day,5.0,31.0,12.0,2019-05-31 19:44:00
CN19Sc10_3_eDNA_JJ,CN19Sc10_03_eDNA,12S,JJ,JJ15,5/31/19 12:44,05-31 day,CN19S,500.0,WESTERN FLYER,,,10.0,MARS,3.0,-122.1985,36.7125,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,501.455,CANON,40.708,0.0365,26.9812,505.795,,,,,5.8341,34.2437,,,,,,0.4121,,,,,day,5.0,31.0,12.0,2019-05-31 19:44:00
CN19Sc10_2_eDNA_JJ,CN19Sc10_02_eDNA,12S,JJ,JJ16,5/31/19 12:44,05-31 day,CN19S,600.0,WESTERN FLYER,,,10.0,MARS,2.0,-122.1985,36.7125,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,598.877,CANON,40.718,0.0364,27.0809,604.203,,,,,5.4179,34.3046,,,,,,0.4108,,,,,day,5.0,31.0,12.0,2019-05-31 19:44:00
CN19Sc10_1_eDNA_JJ,CN19Sc10_01_eDNA,12S,JJ,JJ17,5/31/19 12:44,05-31 day,CN19S,700.0,WESTERN FLYER,,,10.0,MARS,1.0,-122.1985,36.7125,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,701.085,CANON,41.843,0.0372,27.183000000000003,707.4960000000002,,,,,4.9137,34.3585,,,,,,0.4295,,,,,day,5.0,31.0,12.0,2019-05-31 19:44:00
CN19Sc11_10_eDNA_JJ,CN19Sc11_10_eDNA,12S,JJ,JJ18,5/31/19 18:11,05-31 transition,CN19S,45.0,WESTERN FLYER,,,11.0,MARS,10.0,-122.1982,36.7122,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,44.898,CANON,24.208,0.0453,25.7098,45.237,,,,,10.5135,33.5202,,,,,,0.6319,,,,,transition,5.0,31.0,18.0,2019-06-01 01:11:00
CN19Sc11_7_eDNA_JJ,CN19Sc11_07_eDNA,12S,JJ,JJ19,5/31/19 18:11,05-31 transition,CN19S,150.0,WESTERN FLYER,,,11.0,MARS,7.0,-122.1982,36.7122,environmental,"JJ,KK,LL","12S,COI,18S","Filters (racks A-D),Tube Extracts (racks E-G)",,CTD,,148.725,CANON,26.221,0.0335,26.446,149.884,,,,,8.4801,34.0351,,,,,,0.3373,,,,,transition,5.0,31.0,18.0,2019-06-01 01:11:00
CN19Sc11_5_eDNA_JJ,CN19Sc11_05_eDNA,12S,JJ,JJ20,5/31/19 18:11,05-31 transition,CN19S,280.0,WESTERN FLYER,,,11.0,MARS,5.0,-122.1982,36.7122,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,280.618,CANON,34.872,0.0336,26.6754,282.895,,,,,7.3924,34.121,,,,,,0.3398,,,,,transition,5.0,31.0,18.0,2019-06-01 01:11:00
CN19Sc12_12_eDNA_JJ,CN19Sc12_12_eDNA,12S,JJ,JJ21,6/1/19 0:11,06-01 night,CN19S,0.0,WESTERN FLYER,,,12.0,MARS,12.0,-122.1983,36.712,environmental,"JJ,KK,LL","12S,COI,18S","Tube Extracts (racks E-G),Filters (racks A-D)",,CTD,,2.599,CANON,3.748,0.1263,24.9674,2.6180000000000003,,,,,12.6176,33.063,,,,,,2.6572,,,,,night,6.0,1.0,0.0,2019-06-01 07:11:00
